,year_month,Materials,Utilities,Real Estate,Financials,Information Technology,Healthcare,Consumer Discretionary,Energy,Industrials,Communication Services,Consumer Staples
26,2020-08,1.2203816237713343,1.4303023541950566,1.480846568642104,1.4611735398444183,2.0742759747761554,0.9854742498178614,1.1792384589928109,2.289148823682024,1.2655764852393665,1.4876256592951258,0.9395202995594828
27,2020-09,2.073369866700425,1.856267265655791,2.023232187947332,2.175283580958988,2.675188062328619,1.7883142294256895,2.3848745682945616,3.21378873934826,2.027345612889204,2.487951320261786,1.5952861329580812
28,2020-10,1.7047249870266157,1.6692441018337094,1.645918338889261,1.8194407812478788,2.814883866614239,1.3943258363378468,1.8340374030808064,3.2737992661709865,1.6681735985312591,2.101329533419613,1.2190147773114692
29,2020-11,1.822445225990464,1.7196766182638463,1.9228812086265437,1.764496093326399,2.529927516673125,1.483593835203418,1.5047733010309594,4.737240274619357,1.7510978247459037,1.7587385348710651,1.2900018795285118
30,2020-12,1.3492602836160212,1.4077262679555371,1.3714809320029024,1.2425970871803094,1.8452881157191012,1.0742386971606963,0.9908007834844408,3.169130130226537,1.1505379382606795,1.3805254569350511,0.8738934405468832
31,2021-01,1.9415839468044185,1.844534166171788,1.6873395506362947,1.6414306005845891,2.4331140251839325,1.423829064404984,1.6405564304765938,3.409437750560937,1.522153506919155,2.1129221032224463,1.2304538315796072
32,2021-02,1.4550445165933996,1.4578764627808467,1.3357100153466248,1.4568897541844208,2.744775557264496,1.064776750586799,1.9438184256354425,3.365796665961889,1.3015845539883624,1.7359178946730225,1.00371932411985
33,2021-03,1.747171014602081,1.6098703404555077,1.6564116390096053,1.822516621344268,1.99655542799064,1.3461396102702137,2.1271871738753707,2.959277006143875,1.7210281420262277,1.82422234256468,1.223311844697082
34,2021-04,1.15359887066908,1.1067455308504668,1.004058433788548,1.1803101636411923,1.5442931338012658,0.8540603593654031,1.136803958366802,2.394720942731276,0.972321717807519,1.334579579831283,0.8591357175476204
35,2021-05,1.4132298491408384,1.3180244334506832,1.171142314679572,1.52248456919941,2.376406784305733,0.9682514544552716,1.3770833302801673,2.604968129947634,1.2505953810504695,1.4678167555008048,0.9700813175992664
36,2021-06,1.249066510256947,1.2337280090557825,1.0392888706128505,1.367052273012854,1.76056234411984,0.9721102806609572,0.839982381039079,2.4195374944610166,1.0624618363844325,1.0171822634711465,0.8160053216595675
37,2021-07,1.3530608079339344,1.4142147779622651,1.1468269449092776,1.6184337707410552,1.612757852732549,0.9306214781553804,1.171315771621162,2.7436122193220247,1.120294368590358,1.276405923864737,0.8469507349417704
38,2021-08,1.165158343804254,1.0755952468485706,0.973905670344228,1.326067126396286,2.33378382694898,0.9748657138638228,0.965981977165684,2.4399124502067884,1.0070458885396392,1.0006445445232124,0.7611128650075581
39,2021-09,1.2801357898599657,1.414837536627352,1.411496186091965,1.3648763841598706,2.268380344183213,1.202059308573708,1.245138336127791,2.717344094544051,1.206233522269759,1.363985859317177,1.0147944787192875
40,2021-10,1.376967326763019,1.2093932290538525,1.2881173793879572,1.3450922894300037,1.837080461519189,1.2775225024122534,1.3030528222900697,2.134276491392221,1.1453190898129109,1.5268113957382403,0.9352427718992228
41,2021-11,1.023375017295346,1.215532169748994,1.288860548433094,1.1947152420142688,3.064805936911148,1.054810894687168,1.6609636320152856,2.515798070860778,0.9183466777252453,1.331560132041735,0.904194030948912
42,2021-12,1.3805564157348127,1.357387829030566,1.437345043385,1.5690044402358705,2.8772891172574737,1.1667909918148809,1.905615109950884,2.578062367415907,1.3326737938560358,1.5784821785045964,1.1259860005824882
43,2022-01,2.0641347727260966,1.7580420068950111,2.22189859913687,2.2875606903312944,3.577978130574176,1.6985662466460645,2.908563888109016,3.009120967901724,1.9676755026453083,2.465495482536346,1.3549310588770689
44,2022-02,1.8818664349083365,1.6592479835687732,1.820078102989655,1.9046958590366587,3.827957324279726,1.5733308462611026,2.9280284424786505,3.1130580200572284,1.8942994634575403,3.192832698453998,1.5157447869009724
45,2022-03,1.879417629505962,1.5210285511763066,1.5990319515347164,1.957255776417553,2.9518176153673408,1.520156091614186,2.547999834615827,3.258651789425972,1.5496413864977625,2.233387675465246,1.403738978930749
46,2022-04,1.847062412494822,1.472170494007595,1.780646915629518,1.911732408151552,2.756669337741566,1.8104416906876568,2.7647644623704783,3.133912286474786,1.7098077980323747,2.7479575799812066,1.465723166680072
47,2022-05,2.429009380495774,1.9495452710067127,2.292814973940876,2.355899071053178,4.232143578288837,1.9724404486531648,3.8219405806161992,3.7330455231268953,2.2525935433227056,3.105586619059869,2.016929462277425
48,2022-06,2.1020974456722503,2.072794250320771,2.2328922022433506,2.100903586206865,2.99495651231138,2.0718827478826287,2.856484853646829,4.143192043673416,1.942229302724324,2.8689758995306542,1.7708879670314537
49,2022-07,1.7860599493661162,1.6606906205048948,1.637146705342665,1.8128575459374887,2.571612236277257,1.6783189431051189,2.5744653604309744,3.752863334273252,1.6520849596840992,2.8287561838514144,1.2677439888599609
50,2022-08,1.5223495904458288,1.2883339276821366,1.3514385568827396,1.3493501175047815,2.084756967782434,1.2352342751741587,1.9804771618284789,2.994743158075807,1.2718584345428978,2.0477200910620725,1.0480078615031625
51,2022-09,2.137442106401708,2.0863695226220065,2.0322168729854533,2.140714686815403,2.616075543620177,1.9199551424689385,2.53664521459423,3.25972264614842,1.8912932411702732,2.5669169790796365,1.6867722624330732
52,2022-10,2.322311130647287,2.3335568683350147,2.527355071789339,2.321616335189029,3.096827012710365,2.001930673684462,2.860067762296625,3.2203203083005745,2.05852693755764,2.9770635519302138,1.6499866444758924
53,2022-11,1.8352248263481616,1.7694012154897003,1.9738012808869023,1.5895719548564298,2.455738427481013,1.5762700199904869,2.4574891840023896,2.702949495321304,1.5145162813582156,2.590414382869696,1.2779995332142156
54,2022-12,1.5781466719787391,1.5376497457649003,1.79843804425667,1.4908541595065112,1.8757201425533807,1.3290306420334428,1.9381622467513588,2.6793066755882755,1.4556825225759549,2.298560361986511,1.1127720700082655
55,2023-01,1.640410434221914,1.5084226407584016,1.887215999736823,1.4487290807143605,2.152712860298639,1.2309418909493783,2.1759556116589645,2.4832919291129647,1.4581434148337735,2.010433847668479,1.250564712494212
56,2023-02,1.6760635500675607,1.744069309165901,1.6610278317912113,1.3788948206300309,2.7272189052089306,1.218927514185249,2.0457461964671597,2.422923701636451,1.3037233675758275,2.547447330319089,1.0774594252214698
57,2023-03,1.7890368541473067,1.997768970001619,2.1219126406274595,2.172458378725568,2.362148784330983,1.3949598855540388,1.9645594314425576,2.930944053651612,1.574290746012354,2.1283331716108598,1.116351104259849
58,2023-04,1.1481212756075465,1.2558050314030085,1.5522538375011337,1.338766177784808,1.976101825387372,1.1025688943318948,1.613668952342168,2.0060339881760187,1.1758894854359687,1.801806502256344,0.7669238060699746
59,2023-05,1.2681715448114217,1.3907296944772365,1.5685250932522796,1.5098817923402452,2.5674638979974884,1.0636266449795653,1.3901577254062412,2.2301881709412728,1.2612316173404663,1.639702572200791,0.8887064719121579
