,Date,Open,High,Low,Close*,Adj Close**,Volume
207,"Aug 01, 2022",192.55,193.85,189.78,191.74,191.74,"266,110,300"
208,"Jul 29, 2022",191.47,193.0,189.13,192.55,192.55,"344,278,000"
209,"Jul 28, 2022",192.89,192.89,187.64,191.47,191.47,"332,908,800"
210,"Jul 27, 2022",183.51,193.91,183.51,192.89,192.89,"321,619,900"
211,"Jul 26, 2022",187.29,187.29,182.83,183.51,183.51,"272,813,600"
212,"Jul 25, 2022",187.88,189.66,185.83,187.35,187.35,"257,427,200"
213,"Jul 22, 2022",196.4,196.4,186.58,187.88,187.88,"401,680,300"
214,"Jul 21, 2022",196.81,196.81,192.05,196.4,196.4,"367,078,100"
215,"Jul 20, 2022",194.84,198.35,194.0,196.81,196.81,"317,749,200"
216,"Jul 19, 2022",188.01,194.98,188.01,194.84,194.84,"288,126,000"
217,"Jul 18, 2022",190.09,192.93,187.36,188.01,188.01,"264,350,800"
218,"Jul 15, 2022",186.06,190.09,186.06,190.09,190.09,"187,489,600"
219,"Jul 14, 2022",188.04,188.04,183.54,186.06,186.06,"185,065,300"
220,"Jul 13, 2022",190.08,190.08,186.68,188.04,188.04,"203,799,700"
221,"Jul 12, 2022",191.0,192.82,189.49,190.08,190.08,"188,744,500"
222,"Jul 11, 2022",196.5,196.5,190.53,191.0,191.0,"219,613,900"
223,"Jul 08, 2022",196.92,197.56,194.1,196.5,196.5,"161,913,700"
224,"Jul 07, 2022",193.09,197.59,193.09,196.92,196.92,"172,924,300"
225,"Jul 06, 2022",192.28,194.59,190.31,193.09,193.09,"165,984,000"
226,"Jul 05, 2022",187.29,192.34,182.95,192.28,192.28,"198,401,300"
227,"Jul 01, 2022",186.03,187.44,183.63,187.29,187.29,"184,348,000"
228,"Jun 30, 2022",188.97,188.97,183.22,186.03,186.03,"219,035,400"
229,"Jun 29, 2022",188.47,190.09,187.22,188.97,188.97,"170,155,300"
230,"Jun 28, 2022",194.14,196.19,188.34,188.47,188.47,"187,534,500"
231,"Jun 27, 2022",196.37,196.95,193.35,194.14,194.14,"192,094,400"
232,"Jun 24, 2022",188.77,196.26,188.77,196.2,196.2,"341,851,600"
233,"Jun 23, 2022",186.74,189.31,185.81,188.77,188.77,"233,355,200"
234,"Jun 22, 2022",186.34,189.49,184.93,186.74,186.74,"246,500,700"
235,"Jun 21, 2022",183.39,188.4,183.39,186.34,186.34,"299,982,500"
236,"Jun 17, 2022",180.99,184.86,180.14,183.37,183.37,"425,080,900"
237,"Jun 16, 2022",187.46,187.46,179.8,180.99,180.99,"303,970,600"
238,"Jun 15, 2022",183.13,189.97,183.13,187.46,187.46,"252,886,300"
239,"Jun 14, 2022",183.65,185.16,181.81,183.13,183.13,"236,675,900"
240,"Jun 13, 2022",192.17,192.17,183.16,183.65,183.65,"286,227,800"
241,"Jun 10, 2022",197.8,197.8,191.77,192.17,192.17,"225,861,100"
242,"Jun 09, 2022",203.4,204.01,197.7,197.8,197.8,"178,976,600"
243,"Jun 08, 2022",203.45,206.03,202.89,203.4,203.4,"154,818,200"
244,"Jun 07, 2022",202.42,203.74,199.95,203.45,203.45,"161,895,600"
245,"Jun 06, 2022",200.46,205.14,200.46,202.42,202.42,"186,532,500"
246,"Jun 03, 2022",205.32,205.32,199.78,200.46,200.46,"174,115,100"
247,"Jun 02, 2022",200.16,205.54,199.09,205.32,205.32,"193,548,500"
248,"Jun 01, 2022",201.56,205.35,199.38,200.16,200.16,"215,948,200"
249,"May 31, 2022",200.75,204.06,199.26,201.56,201.56,"312,699,300"
250,"May 27, 2022",195.62,200.76,195.62,200.75,200.75,"198,201,400"
