Date,Price,Open,High,Low,Vol.,Change %
03/27/2023,334.24,335.18,337.11,333.33,88.04M,0.13%
03/24/2023,333.82,324.17,333.86,323.94,88.44M,3.12%
03/23/2023,323.73,326.38,330.22,322.13,103.30M,-1.01%
03/22/2023,327.02,332.76,334.78,326.98,99.53M,-1.98%
03/21/2023,333.62,340.77,341.06,329.16,114.50M,-2.06%
03/20/2023,340.62,339.04,341.59,338.66,110.59M,0.81%
03/17/2023,337.87,340.32,341.01,335.43,219.51M,-0.98%
03/16/2023,341.2,337.64,343.24,336.55,123.42M,0.67%
03/15/2023,338.93,333.31,340.91,331.92,134.28M,1.34%
03/14/2023,334.46,332.39,337.05,331.23,114.76M,1.28%
03/13/2023,330.22,324.89,337.43,324.45,126.74M,1.54%
03/10/2023,325.2,331.51,331.79,323.64,102.46M,-1.60%
03/09/2023,330.48,334.0,337.12,329.4,85.88M,-0.84%
03/08/2023,333.28,330.66,333.93,329.41,84.65M,0.78%
03/07/2023,330.71,336.46,337.39,329.22,98.86M,-1.66%
03/06/2023,336.28,334.62,337.14,334.52,102.60M,0.43%
03/03/2023,334.84,330.37,334.86,327.28,111.21M,1.76%
03/02/2023,329.05,322.82,329.23,322.12,109.80M,1.82%
03/01/2023,323.16,326.46,327.06,321.65,119.81M,-1.72%
02/28/2023,328.82,332.76,334.65,328.68,144.81M,-1.72%
02/27/2023,334.59,338.35,341.67,333.89,103.02M,-0.77%
02/24/2023,337.17,334.09,338.33,332.83,107.61M,-0.02%
02/23/2023,337.24,339.85,340.23,335.72,111.97M,-0.48%
02/22/2023,338.88,340.14,342.83,338.07,94.32M,-0.42%
02/21/2023,340.31,344.24,344.69,340.08,96.41M,-1.89%
02/17/2023,346.85,343.81,348.33,341.54,112.31M,1.00%
02/16/2023,343.42,342.33,344.96,339.75,94.44M,-0.83%
02/15/2023,346.29,342.4,346.53,342.4,83.91M,0.64%
02/14/2023,344.09,345.29,347.58,342.36,75.56M,-0.48%
02/13/2023,345.75,344.18,346.55,343.97,68.60M,0.58%
02/10/2023,343.74,338.07,343.97,337.11,81.35M,2.00%
02/09/2023,336.99,342.71,344.39,336.49,99.29M,-1.41%
02/08/2023,341.81,345.92,345.92,340.28,91.82M,-1.71%
02/07/2023,347.76,346.23,348.85,343.07,91.07M,-0.08%
02/06/2023,348.04,343.97,348.21,343.18,85.22M,0.87%
02/03/2023,345.05,350.31,350.66,340.59,108.11M,-2.07%
02/02/2023,352.35,351.88,356.34,349.24,131.33M,0.15%
02/01/2023,351.81,349.47,354.17,347.06,115.04M,0.18%
01/31/2023,351.17,349.42,351.19,345.44,133.29M,0.71%
01/30/2023,348.68,349.13,352.62,348.36,79.90M,-0.45%
01/27/2023,350.27,349.63,351.71,348.35,77.32M,-0.03%
01/26/2023,350.38,347.45,350.85,346.67,96.78M,0.39%
01/25/2023,349.03,349.19,349.82,345.52,109.79M,-1.36%
01/24/2023,353.85,352.72,354.84,348.0,72.43M,0.49%
01/23/2023,352.14,350.68,355.45,349.36,81.24M,0.04%
01/20/2023,351.99,349.47,352.1,345.0,95.56M,0.59%
01/19/2023,349.93,353.04,353.61,349.07,83.05M,-1.00%
01/18/2023,353.46,363.05,363.11,353.06,95.41M,-2.41%
01/17/2023,362.18,363.16,365.52,361.63,95.49M,-0.12%
01/13/2023,362.63,361.89,363.88,360.0,83.24M,-0.44%
01/12/2023,364.23,367.07,367.17,363.72,100.23M,-0.64%
01/11/2023,366.58,363.94,366.96,363.41,98.62M,0.86%
01/10/2023,363.46,362.31,363.7,359.37,102.68M,0.04%
01/09/2023,363.3,360.12,366.12,360.12,91.17M,0.64%
01/06/2023,361.0,357.91,362.71,357.41,84.35M,2.03%
01/05/2023,353.82,359.06,360.15,352.81,88.34M,-2.22%
01/04/2023,361.86,360.31,364.86,359.54,97.86M,0.94%
01/03/2023,358.5,359.25,360.58,353.65,95.64M,0.01%
12/30/2022,358.48,361.68,361.94,355.16,62.77M,-0.96%
12/29/2022,361.96,361.08,363.9,360.94,49.38M,0.68%
12/28/2022,359.52,363.56,365.12,358.92,56.77M,-0.97%
12/27/2022,363.03,361.23,363.69,359.35,60.13M,0.62%
12/23/2022,360.8,356.2,360.93,356.2,51.41M,1.05%
12/22/2022,357.04,358.27,358.51,351.22,69.93M,-0.63%
12/21/2022,359.32,356.08,359.33,355.37,78.44M,1.36%
12/20/2022,354.51,354.17,356.31,352.0,81.49M,0.06%
12/19/2022,354.29,355.2,357.69,352.09,86.04M,-0.41%
12/16/2022,355.76,358.15,358.56,351.38,244.03M,-1.66%
12/15/2022,361.77,365.17,365.52,360.26,108.83M,-1.27%
12/14/2022,366.41,368.24,372.13,363.98,114.08M,-0.16%
12/13/2022,367.0,370.51,372.55,363.01,135.56M,0.31%
12/12/2022,365.85,360.64,365.92,358.27,94.17M,2.27%
12/09/2022,357.73,358.34,360.65,357.34,92.77M,-0.48%
12/08/2022,359.44,357.08,360.78,356.02,97.08M,0.56%
12/07/2022,357.43,358.83,361.68,356.07,108.73M,-0.47%
12/06/2022,359.12,356.41,359.19,355.0,127.78M,0.66%
12/05/2022,356.75,356.17,358.15,355.5,93.73M,-0.60%
12/02/2022,358.89,356.7,359.73,355.31,81.90M,-0.47%
12/01/2022,360.58,364.27,366.1,359.7,102.57M,-0.19%
11/30/2022,361.25,351.4,361.75,351.36,168.86M,2.56%
11/29/2022,352.24,352.62,352.75,350.27,81.28M,-0.73%
11/28/2022,354.83,356.2,357.21,353.39,93.41M,-1.07%
11/25/2022,358.67,358.17,359.62,357.68,35.31M,0.63%
11/23/2022,356.44,351.78,356.6,351.68,73.87M,1.04%
11/22/2022,352.78,352.02,354.94,350.62,81.97M,0.84%
11/21/2022,349.83,348.18,350.81,347.53,89.25M,0.50%
11/18/2022,348.1,344.71,348.6,344.14,108.61M,2.00%
11/17/2022,341.28,343.45,344.15,339.67,86.35M,-1.79%
11/16/2022,347.51,345.38,349.42,345.38,95.26M,0.87%
11/15/2022,344.51,344.17,346.97,340.52,119.72M,1.07%
11/14/2022,340.85,345.09,347.09,340.85,113.17M,-1.27%
11/11/2022,345.24,349.15,349.6,341.99,107.98M,-1.15%
11/10/2022,349.24,342.21,349.75,338.41,127.09M,4.76%
11/09/2022,333.38,335.64,337.3,332.88,110.71M,-0.84%
11/08/2022,336.21,334.57,338.38,333.37,107.35M,0.69%
11/07/2022,333.91,339.78,339.78,328.74,127.37M,-1.94%
11/04/2022,340.51,339.91,341.88,334.69,112.52M,0.57%
11/03/2022,338.58,333.8,341.52,332.16,105.82M,0.44%
11/02/2022,337.08,339.36,346.21,337.0,109.39M,-1.02%
11/01/2022,340.55,340.84,342.25,337.79,97.56M,0.40%
10/31/2022,339.18,341.7,342.65,337.06,121.00M,-0.94%
10/28/2022,342.4,334.67,343.05,334.67,110.37M,2.85%
10/27/2022,332.9,333.25,336.93,332.52,109.94M,0.68%
10/26/2022,330.64,332.81,334.0,329.3,111.29M,-0.04%
10/25/2022,330.77,324.87,331.6,324.69,111.21M,2.02%
10/24/2022,324.21,324.23,326.65,320.82,100.15M,0.82%
10/21/2022,321.57,316.9,323.95,314.82,116.10M,1.84%
10/20/2022,315.76,323.24,323.24,314.27,111.74M,-2.51%
10/19/2022,323.88,323.44,326.11,321.13,87.09M,-1.27%
10/18/2022,328.03,327.21,329.81,324.98,99.23M,1.79%
10/17/2022,322.26,319.54,325.28,319.54,100.42M,2.17%
10/14/2022,315.42,323.83,325.8,314.12,120.42M,-1.54%
10/13/2022,320.35,308.18,321.49,306.73,149.33M,2.55%
10/12/2022,312.39,322.41,323.14,312.34,117.28M,-3.42%
10/11/2022,323.44,323.48,327.43,321.65,120.60M,-0.27%
10/10/2022,324.32,325.17,328.05,324.0,125.89M,0.17%
10/07/2022,323.77,330.23,330.61,321.67,130.29M,-2.09%
10/06/2022,330.68,340.86,340.89,330.37,167.77M,-3.30%
10/05/2022,341.96,344.83,345.09,338.28,175.85M,-2.25%
10/04/2022,349.83,344.05,350.08,343.05,148.18M,2.15%
10/03/2022,342.46,338.49,344.3,335.92,155.72M,2.99%
09/30/2022,332.52,341.43,342.01,332.05,134.58M,-1.97%
09/29/2022,339.19,351.9,352.32,338.6,96.38M,-4.07%
09/28/2022,353.59,353.88,355.78,349.37,90.10M,1.10%
09/27/2022,349.75,358.15,358.73,348.14,89.85M,-1.70%
09/26/2022,355.81,363.56,364.16,352.38,82.25M,-2.43%
09/23/2022,364.66,365.39,365.75,360.1,73.13M,-1.18%
09/22/2022,369.0,369.59,371.48,367.14,63.69M,-0.38%
09/21/2022,370.42,378.06,380.58,370.41,69.72M,-1.38%
09/20/2022,375.59,378.47,378.67,372.94,67.31M,-1.44%
09/19/2022,381.08,375.06,381.17,374.05,68.97M,1.32%
09/16/2022,376.13,377.14,379.01,375.56,166.83M,-0.37%
09/15/2022,377.51,382.78,382.94,376.68,97.10M,-2.53%
09/14/2022,387.29,384.2,389.42,384.03,71.99M,0.81%
09/13/2022,384.19,391.21,392.2,382.47,72.90M,-2.69%
09/12/2022,394.81,392.2,395.23,391.02,66.79M,0.96%
09/09/2022,391.06,391.32,393.25,388.44,59.96M,0.30%
09/07/2022,389.89,380.37,390.42,380.37,84.95M,3.14%
09/06/2022,378.02,379.28,383.31,377.13,77.49M,0.23%
09/02/2022,377.17,382.32,385.78,376.05,67.66M,-1.07%
09/01/2022,381.26,376.01,381.71,374.93,63.49M,1.42%
08/31/2022,375.93,378.74,380.94,375.9,82.52M,-0.68%
08/30/2022,378.51,383.82,384.22,377.12,58.15M,-1.46%
08/29/2022,384.12,381.6,386.88,378.88,53.36M,0.25%
08/26/2022,383.18,390.11,390.64,382.94,65.29M,-1.54%
08/25/2022,389.19,388.16,389.2,384.88,55.66M,0.59%
08/24/2022,386.89,385.72,387.33,384.22,57.39M,0.35%
08/23/2022,385.54,387.97,387.97,384.12,49.10M,-0.63%
08/22/2022,387.98,391.31,392.2,387.02,57.23M,-1.38%
08/19/2022,393.39,393.55,395.11,391.7,68.22M,-0.05%
08/18/2022,393.59,392.63,394.79,392.21,58.31M,0.34%
08/17/2022,392.25,391.16,393.82,391.07,57.86M,-0.15%
08/16/2022,392.84,390.72,394.29,390.71,60.46M,0.27%
08/15/2022,391.78,388.8,392.3,387.3,62.49M,0.81%
08/12/2022,388.62,384.85,388.67,384.25,66.64M,1.54%
08/11/2022,382.73,383.18,386.57,381.8,81.14M,-0.14%
08/10/2022,383.27,383.47,383.91,380.37,65.61M,0.45%
08/09/2022,381.54,379.05,382.28,378.68,69.11M,1.06%
08/08/2022,377.53,379.97,381.82,375.72,71.56M,0.12%
08/05/2022,377.08,377.91,378.97,373.48,88.32M,-0.30%
08/04/2022,378.2,377.92,381.04,376.51,81.28M,0.12%
08/03/2022,377.75,374.56,378.5,368.95,81.95M,0.68%
08/02/2022,375.2,376.74,379.84,375.0,80.41M,-0.22%
08/01/2022,376.03,375.12,376.32,372.16,75.66M,0.10%
07/29/2022,375.65,372.0,377.25,372.0,107.50M,0.83%
07/28/2022,372.55,366.88,373.23,365.73,91.38M,3.53%
07/27/2022,359.85,358.2,360.66,356.99,68.92M,0.11%
07/26/2022,359.46,356.73,360.4,356.73,58.98M,0.61%
07/25/2022,357.29,352.14,357.31,351.38,59.41M,1.26%
07/22/2022,352.85,350.91,354.16,349.99,62.43M,1.37%
07/21/2022,348.09,347.23,348.14,344.89,69.42M,0.29%
07/20/2022,347.08,352.25,352.42,346.7,88.48M,-1.36%
07/19/2022,351.87,351.96,353.68,350.57,76.38M,0.68%
07/18/2022,349.5,353.83,353.83,349.42,70.39M,-1.40%
07/15/2022,354.46,354.95,354.95,348.45,79.32M,0.20%
07/14/2022,353.74,347.84,354.3,347.28,70.15M,0.01%
07/13/2022,353.69,352.57,357.53,351.72,63.51M,-0.44%
07/12/2022,355.25,355.6,359.74,353.82,59.01M,-0.51%
07/11/2022,357.08,354.02,357.52,352.71,55.02M,0.64%
07/08/2022,354.81,355.63,356.31,353.61,60.83M,-0.33%
07/07/2022,355.97,357.54,359.27,355.61,71.75M,-0.10%
07/06/2022,356.31,353.8,359.44,351.52,70.72M,1.01%
07/05/2022,352.75,363.86,364.53,347.24,92.71M,-3.43%
07/01/2022,365.29,357.88,365.77,356.94,83.76M,2.48%
06/30/2022,356.45,350.26,359.07,350.04,97.32M,1.10%
06/29/2022,352.58,352.69,353.86,350.39,63.76M,0.05%
06/28/2022,352.42,355.13,357.55,352.0,69.34M,-0.36%
06/27/2022,353.69,349.84,354.44,349.08,64.50M,0.81%
06/24/2022,350.86,346.22,351.55,345.45,104.36M,1.76%
06/23/2022,344.8,338.79,345.37,338.52,82.76M,2.35%
06/22/2022,336.89,331.45,339.32,331.45,89.60M,1.03%
06/21/2022,333.44,328.11,335.15,327.8,97.82M,1.92%
06/17/2022,327.17,330.69,332.9,324.52,183.99M,-0.95%
06/16/2022,330.3,332.3,332.51,327.8,119.19M,-1.96%
06/15/2022,336.92,337.41,342.06,332.9,113.90M,0.68%
06/14/2022,334.65,344.12,345.02,330.95,111.42M,-2.58%
06/13/2022,343.53,355.75,356.23,341.98,104.41M,-4.63%
06/10/2022,360.2,359.82,363.45,357.33,87.66M,-0.77%
06/09/2022,362.99,371.54,373.49,362.78,74.56M,-2.44%
06/08/2022,372.06,377.54,377.54,371.42,67.60M,-1.98%
06/07/2022,379.59,376.55,379.86,374.05,73.59M,0.58%
06/06/2022,377.41,377.05,380.2,376.91,75.02M,0.45%
06/03/2022,375.72,376.09,377.95,375.0,59.75M,-0.44%
06/02/2022,377.37,376.58,377.83,369.14,74.86M,0.60%
06/01/2022,375.11,376.84,376.84,371.74,75.46M,-0.16%
05/31/2022,375.72,377.95,378.83,374.24,161.60M,-1.38%
05/27/2022,380.97,374.35,381.0,373.31,73.69M,1.48%
05/26/2022,375.4,376.11,378.09,375.13,76.90M,0.27%
05/25/2022,374.38,374.97,375.44,371.97,80.98M,-0.06%
05/24/2022,374.61,368.13,375.26,365.16,86.15M,2.01%
05/23/2022,367.22,366.27,368.87,363.6,78.53M,1.21%
05/20/2022,362.82,362.58,363.85,357.9,96.69M,0.27%
05/19/2022,361.84,361.32,363.47,356.83,88.62M,-0.22%
05/18/2022,362.64,366.91,367.6,361.77,90.95M,-1.03%
05/17/2022,366.41,364.18,366.42,358.87,82.00M,1.03%
05/16/2022,362.69,362.01,364.24,360.26,72.90M,0.33%
05/13/2022,361.51,360.0,362.04,355.89,79.31M,1.09%
05/12/2022,357.6,360.64,361.49,353.84,111.29M,-1.16%
05/11/2022,361.78,359.21,367.67,358.73,96.06M,0.77%
05/10/2022,359.02,364.39,368.91,355.0,106.03M,-1.24%
05/09/2022,363.54,364.08,367.2,360.58,100.16M,-0.77%
05/06/2022,366.37,361.69,367.6,361.56,105.04M,0.80%
05/05/2022,363.46,366.02,367.72,360.35,89.26M,-1.07%
05/04/2022,367.4,361.4,368.07,360.19,100.01M,2.22%
05/03/2022,359.43,359.85,365.35,357.88,91.32M,0.37%
05/02/2022,358.1,363.34,365.13,353.65,100.05M,-4.02%
04/28/2022,373.1,371.01,374.37,368.95,88.87M,1.11%
04/27/2022,369.02,371.03,374.49,367.96,87.95M,-0.46%
04/26/2022,370.73,373.76,377.84,370.71,84.70M,-1.75%
04/22/2022,377.35,383.45,383.59,377.01,91.50M,-1.68%
04/21/2022,383.81,388.72,389.96,383.42,94.45M,-1.59%
04/20/2022,390.02,390.13,392.03,389.06,79.04M,0.80%
04/19/2022,386.94,385.32,387.71,384.55,69.67M,0.61%
04/18/2022,384.59,387.29,389.13,382.72,61.20M,-0.49%
04/14/2022,386.48,387.2,389.14,386.15,74.34M,0.01%
04/13/2022,386.45,387.5,388.27,383.9,71.85M,-0.17%
04/12/2022,387.1,384.84,389.16,383.36,83.07M,0.41%
04/11/2022,385.53,391.33,391.7,385.15,86.20M,-1.38%
04/08/2022,390.94,390.93,392.38,387.74,74.04M,0.30%
04/07/2022,389.78,390.13,390.55,386.23,99.67M,-0.25%
04/06/2022,390.76,383.78,390.91,382.72,101.12M,2.00%
04/05/2022,383.11,381.32,387.32,381.32,83.52M,0.66%
04/04/2022,380.58,381.85,381.85,376.78,69.97M,-0.79%
04/01/2022,383.62,377.97,383.8,375.83,80.24M,1.45%
03/31/2022,378.12,378.36,381.68,378.1,95.42M,-0.17%
03/30/2022,378.76,375.89,378.78,374.84,72.65M,0.84%
03/29/2022,375.62,373.1,375.63,371.4,78.60M,0.93%
03/28/2022,372.17,369.99,372.19,367.98,69.18M,0.62%
03/25/2022,369.89,365.58,369.92,364.97,69.16M,1.48%
03/24/2022,364.49,361.47,364.88,361.08,68.88M,0.99%
03/23/2022,360.9,360.08,362.96,358.32,80.81M,0.17%
03/22/2022,360.3,361.01,361.07,357.57,81.48M,0.09%
03/21/2022,359.97,357.73,361.53,357.73,80.96M,0.68%
03/18/2022,357.55,360.4,362.15,356.8,191.90M,-0.90%
03/17/2022,360.79,359.03,363.19,358.72,89.28M,0.46%
03/16/2022,359.15,359.56,360.78,354.1,93.80M,-0.17%
03/15/2022,359.76,359.08,360.54,356.7,88.48M,1.25%
03/14/2022,355.32,357.8,359.49,353.43,79.61M,-0.11%
03/11/2022,355.7,357.29,359.87,355.45,73.09M,-0.37%
03/10/2022,357.03,352.59,357.62,351.88,88.93M,0.73%
03/09/2022,354.46,359.15,359.94,353.96,102.84M,-0.78%
03/08/2022,357.23,363.17,365.69,357.18,112.42M,-1.61%
03/07/2022,363.06,358.95,363.69,356.12,120.45M,1.31%
03/04/2022,358.37,349.62,358.57,349.05,99.35M,2.19%
03/03/2022,350.68,345.76,352.22,345.76,105.32M,1.72%
03/02/2022,344.75,340.45,345.89,340.45,88.54M,1.21%
03/01/2022,340.63,342.93,345.74,338.07,108.72M,-0.84%
02/28/2022,343.5,340.13,344.03,339.62,138.02M,0.43%
02/25/2022,342.03,334.67,342.41,334.34,108.19M,3.14%
02/24/2022,331.62,327.82,332.32,325.41,137.14M,0.73%
02/23/2022,329.21,335.4,336.39,328.89,101.85M,-1.72%
02/22/2022,334.96,335.73,337.26,332.73,105.53M,-0.07%
02/18/2022,335.21,335.71,338.01,333.81,132.11M,-0.32%
02/17/2022,336.28,335.08,337.73,332.07,89.96M,0.06%
02/16/2022,336.07,335.64,337.61,332.99,90.08M,0.18%
02/15/2022,335.48,338.96,340.5,334.02,93.58M,-0.55%
02/14/2022,337.33,340.77,341.63,334.0,102.69M,-0.80%
02/11/2022,340.04,340.76,343.83,338.72,103.61M,0.01%
02/10/2022,340.01,345.45,346.94,339.26,97.02M,-2.61%
02/09/2022,349.11,349.07,350.66,347.9,75.44M,0.44%
02/08/2022,347.59,348.57,349.75,346.73,87.32M,0.11%
02/07/2022,347.22,347.62,348.68,345.24,95.86M,-0.20%
02/04/2022,347.9,348.1,350.91,344.47,101.40M,-0.80%
02/03/2022,350.71,351.09,352.71,349.84,108.26M,-0.44%
02/02/2022,352.25,346.74,352.75,346.46,139.23M,1.46%
02/01/2022,347.18,350.47,352.69,343.97,96.28M,-1.28%
01/31/2022,351.67,343.22,352.13,342.84,146.05M,1.85%
01/28/2022,345.28,340.21,345.66,337.75,115.41M,1.18%
01/27/2022,341.25,340.07,345.55,339.7,106.69M,0.78%
01/26/2022,338.6,342.06,345.39,336.48,108.52M,-0.71%
01/25/2022,341.02,344.23,345.21,339.56,114.30M,-1.57%
01/24/2022,346.45,349.04,350.51,337.67,127.27M,-1.03%
01/21/2022,350.05,351.95,354.04,349.25,97.77M,-0.18%
01/20/2022,350.69,351.32,355.57,350.22,91.45M,0.14%
01/19/2022,350.19,348.61,353.14,348.6,75.16M,0.46%
01/18/2022,348.59,350.15,350.64,345.85,88.13M,-1.20%
01/14/2022,352.83,354.83,355.78,351.01,83.62M,-0.65%
01/13/2022,355.14,353.47,356.5,353.13,75.82M,0.45%
01/12/2022,353.54,351.27,354.35,350.14,66.46M,0.35%
01/11/2022,352.29,355.39,356.35,349.98,79.45M,-0.92%
01/10/2022,355.56,357.25,357.98,353.86,93.93M,-0.64%
01/07/2022,357.85,354.14,359.58,352.31,83.56M,0.75%
01/06/2022,355.17,359.18,360.3,354.77,76.54M,-1.05%
01/05/2022,358.95,358.65,362.89,358.61,85.53M,-0.05%
01/04/2022,359.12,360.02,363.65,359.03,81.87M,-0.32%
01/03/2022,360.29,363.55,363.55,356.13,71.69M,-0.94%
12/31/2021,363.71,361.82,365.09,361.14,47.35M,0.33%
12/30/2021,362.53,361.81,362.91,359.98,45.07M,0.34%
12/29/2021,361.29,359.79,361.89,359.28,40.24M,0.51%
12/28/2021,359.45,356.58,359.47,356.58,33.53M,0.93%
12/27/2021,356.13,354.81,356.18,353.68,38.57M,0.50%
12/23/2021,354.37,354.6,356.22,354.15,46.27M,-0.03%
12/22/2021,354.49,352.51,354.97,351.97,51.88M,0.40%
12/21/2021,353.08,355.46,357.18,351.42,68.36M,-0.17%
12/20/2021,353.67,350.53,354.14,347.3,79.11M,0.05%
12/17/2021,353.51,358.01,359.2,352.85,165.05M,-1.52%
12/16/2021,358.96,356.97,361.14,356.38,78.19M,0.49%
12/15/2021,357.21,351.97,357.42,351.58,77.80M,1.68%
12/14/2021,351.3,353.12,354.21,349.78,77.68M,-0.63%
12/13/2021,353.54,349.03,355.26,349.03,82.54M,1.21%
12/10/2021,349.3,348.67,350.86,347.61,60.87M,0.57%
12/09/2021,347.33,348.01,349.3,344.97,72.58M,-0.20%
12/08/2021,348.03,348.8,350.26,346.12,68.60M,-0.11%
12/07/2021,348.43,345.97,349.17,344.91,79.49M,0.75%
12/06/2021,345.83,342.88,349.34,342.87,92.69M,1.53%
12/03/2021,340.61,338.27,340.67,334.05,88.08M,1.02%
12/02/2021,337.18,333.99,340.27,333.99,83.33M,1.22%
12/01/2021,333.13,334.34,341.15,333.0,90.36M,0.16%
11/30/2021,332.59,340.92,340.92,332.31,148.82M,-2.92%
11/29/2021,342.6,339.52,343.49,337.62,73.69M,1.57%
11/26/2021,337.32,340.14,342.51,336.72,42.81M,-1.61%
11/25/2021,342.83,342.67,343.62,340.84,,0.00%
11/24/2021,342.83,342.67,343.62,340.84,50.33M,-0.06%
11/23/2021,343.05,342.88,344.99,341.02,58.28M,0.12%
11/22/2021,342.65,340.26,344.43,339.57,74.03M,0.60%
11/19/2021,340.62,339.36,341.28,338.28,85.22M,0.58%
11/18/2021,338.66,339.98,340.44,337.55,59.62M,-0.53%
11/17/2021,340.48,339.3,340.94,337.66,64.09M,0.14%
11/16/2021,340.02,341.94,342.6,339.97,60.70M,-0.56%
11/15/2021,341.93,339.26,341.95,338.25,58.55M,1.31%
11/12/2021,337.52,337.7,338.33,336.0,66.32M,-0.19%
11/11/2021,338.15,339.86,340.17,336.39,65.01M,-0.60%
11/10/2021,340.19,338.03,340.5,337.57,64.27M,0.70%
11/09/2021,337.81,336.83,338.76,335.75,74.84M,0.43%
11/08/2021,336.35,341.52,341.52,334.66,78.57M,-1.45%
11/05/2021,341.3,339.05,342.79,339.05,71.86M,0.89%
11/04/2021,338.3,339.85,340.27,334.65,85.40M,-0.57%
11/03/2021,340.25,340.97,342.18,337.43,73.06M,-0.32%
11/02/2021,341.35,342.12,342.79,339.01,74.66M,0.05%
11/01/2021,341.18,340.02,342.01,338.8,60.77M,0.39%
10/29/2021,339.84,341.57,343.29,338.26,77.03M,-0.63%
10/28/2021,342.0,339.52,342.07,339.24,58.22M,0.65%
10/27/2021,339.8,343.26,343.63,339.5,57.36M,-0.67%
10/26/2021,342.08,340.62,344.73,340.15,62.29M,0.56%
10/25/2021,340.16,341.3,342.37,339.51,50.52M,-0.43%
10/22/2021,341.64,340.59,342.33,340.26,51.56M,0.47%
10/21/2021,340.05,340.22,341.36,339.61,54.66M,0.02%
10/20/2021,339.98,336.08,341.3,336.08,60.94M,1.56%
10/19/2021,334.76,333.24,335.21,332.27,56.26M,1.26%
10/18/2021,330.59,331.66,332.34,328.93,67.36M,-0.96%
10/15/2021,333.81,335.34,336.39,333.23,102.28M,-0.23%
10/14/2021,334.57,331.44,335.33,331.02,69.01M,1.20%
10/13/2021,330.6,327.03,330.85,325.3,72.55M,1.14%
10/12/2021,326.88,325.28,327.74,324.33,72.02M,0.67%
10/11/2021,324.72,328.1,328.29,324.23,73.21M,-1.35%
10/08/2021,329.15,331.79,332.09,328.94,56.64M,-0.73%
10/07/2021,331.58,334.06,336.57,331.22,74.61M,-0.53%
10/06/2021,333.36,327.26,333.54,325.34,68.16M,1.53%
10/05/2021,328.33,329.56,330.61,327.9,72.14M,-0.19%
10/04/2021,328.95,324.19,329.96,324.19,85.21M,1.38%
10/01/2021,324.46,326.6,327.15,323.55,80.02M,-0.04%
09/30/2021,324.58,328.47,328.55,324.18,88.85M,-0.83%
09/29/2021,327.29,323.77,329.42,323.16,70.18M,1.30%
09/28/2021,323.09,326.68,327.31,322.15,83.45M,-1.22%
09/27/2021,327.09,330.76,333.89,326.7,73.14M,-1.21%
09/24/2021,331.08,331.69,333.56,330.34,67.78M,-0.15%
09/23/2021,331.59,333.43,335.6,331.18,66.44M,-0.50%
09/22/2021,333.26,334.66,336.04,332.17,63.67M,-0.11%
09/21/2021,333.62,335.2,337.63,333.37,74.72M,-0.24%
09/20/2021,334.42,334.09,337.38,330.86,91.79M,-0.21%
09/17/2021,335.11,339.07,341.46,334.83,160.49M,-1.59%
09/16/2021,340.51,343.38,344.62,340.02,71.73M,-0.82%
09/15/2021,343.31,343.04,345.57,341.45,79.29M,-0.15%
09/14/2021,343.82,346.27,347.21,343.03,70.16M,-0.41%
09/13/2021,345.22,348.57,349.13,344.24,67.92M,-0.19%
09/10/2021,345.86,350.44,350.44,345.79,63.12M,-1.38%
09/09/2021,350.71,351.71,352.77,350.6,66.34M,-0.58%
09/08/2021,352.77,346.72,353.78,345.7,71.99M,1.79%
09/07/2021,346.57,350.64,350.64,346.04,76.14M,-1.37%
09/03/2021,351.39,353.22,353.74,350.65,59.25M,-0.80%
09/02/2021,354.23,351.75,354.25,351.71,57.11M,0.81%
09/01/2021,351.38,347.65,352.47,347.3,66.17M,1.30%
08/31/2021,346.86,346.71,348.69,345.32,86.16M,-0.10%
08/30/2021,347.19,346.22,348.09,345.5,49.69M,0.18%
08/27/2021,346.58,347.33,348.24,346.03,58.09M,-0.03%
08/26/2021,346.69,347.47,347.73,346.04,55.32M,-0.35%
08/25/2021,347.9,347.11,348.95,345.26,65.06M,0.20%
08/24/2021,347.2,349.58,349.58,344.99,68.29M,-0.63%
08/23/2021,349.4,354.03,354.03,348.86,72.92M,-1.32%
08/20/2021,354.06,349.18,354.31,347.41,82.60M,1.22%
08/19/2021,349.79,348.35,352.5,348.24,75.45M,0.38%
08/18/2021,348.45,350.15,350.77,347.22,64.32M,-0.47%
08/17/2021,350.09,349.3,350.22,346.69,60.04M,0.01%
08/16/2021,350.05,348.25,352.47,347.57,66.77M,0.65%
08/13/2021,347.79,346.21,348.25,345.55,48.27M,0.56%
08/12/2021,345.84,344.99,346.95,344.64,55.88M,0.00%
08/11/2021,345.84,343.63,347.37,343.63,64.02M,0.92%
08/10/2021,342.69,342.57,343.89,341.2,57.06M,0.10%
08/09/2021,342.36,343.04,343.63,340.5,57.18M,-0.12%
08/06/2021,342.76,342.97,345.11,341.76,63.45M,-0.08%
08/05/2021,343.05,339.92,343.26,338.75,70.95M,1.13%
08/04/2021,339.22,338.25,339.61,335.05,67.65M,-0.14%
08/03/2021,339.68,338.23,341.29,336.69,69.34M,0.61%
08/02/2021,337.62,336.12,339.0,335.7,66.07M,0.75%
07/30/2021,335.12,337.56,340.57,334.43,90.95M,-0.87%
07/29/2021,338.06,337.96,339.06,336.2,49.02M,0.20%
07/28/2021,337.4,339.65,340.27,334.92,57.15M,-0.69%
